Swap Id,Description,Broker Id,Trade ID,Trade Date,Effective Date,Settle Date,Maturity Date,Account Abbreviation,Notional,Rate,Payment Frequency Description,Initial Payment,Interest Payment Method Description,First Payment Date,Strike Price,Underlying Sec,Product Type,Sell Product Type,Dealer Trade ID,Currency Code,Executing Broker,Independent Amount (%),Independent Amount ($),ISIN,Protection,Issuer Name,Option Type,Settlement Amount,Fixing Index Name,Fixing Term,Business Day Convention,RED,Spread,CapFloor Rate,PutCall,OptionBuySellIndicator,# of Shares/Options,Settlement Currency,Initial Price,Attachment Point,Exhaustion Point,Tier,Restructuring Event,Payment EOM,Payoff,Equity Underlying Identifier,Equity Identifier Type,Exchange Code,Front End Protection,Option Trade Date,Option Days to Settle,Option Notional,Option Exercise Start Date,Option Exercise End Date,Option Exercise Frequency,MTM USD,MTM LCL,ACCRUED USD,ACCRUED LCL,Pay/Receive,FX Rate,Rate 2,Type 1,Type 2,Notional 2,Currency Code 2,Fixing Index Name 2,Fixing Term 2,Fixing Date,Fixing Date 2,Interest Payment Method Description 2,Payer 1,Payer 2,Notional XG,Notional XG 2,Arrears,Arrears 2,Payment Frequency Description 2,First Payment Date 2,Business Day Convention 2,Spread 2,Underlying Type,Tax Rate,Dividend Reinvestment,Payment Delay,Payment DOM,Payment Delay 2,Payment DOM 2,Resetting Notional,2nd Leg Currency,PV01,Strategy,Notes 1,Notes 2,2nd Leg Notional,Option Expiration Date,Discount Factor,Cost Amount,Cost Amount CCY,Index Version,MTM Base,CCY Base,Notes 3,Notes 4,Risk Annuity,Broker,Counterparty Trade Ref ID,ID1,ID2,ID3,ConversationID,AssetUnderlyingTicker,AssetUnderlyingLongName,PricingDaysGap,SwapLastResetDate,SwapNextResetDate,LastEqtyResetDate,LastEqtyResetPrice,IntFixingRate,AllinRate,CurrentPeriodUnrealizedAccrualStartDate,EqtyMarketPrice,UnrealizedReturnAmount,PriorDaySwapAccrualAmt,SwapSpotSettlementDate,ProjectedSwapAccrual,SwapDiscountFactor,SwapNextSettleDate,PendingRealizedEqtyAmt,PendingRealizedFinanceAmt,PendingRealizedSettlementAmounts,PendingRealizedSettlementDate,TriOptimaReportDate,DivRatio,SwapFinalvaluationDate,InitialEqtyPrice,CR01,INF01,Delta,Gamma,Vega,Alpha,Theta,Rho,CAPendingRealizedAmt,CAPendingRealizedCcy,TradeType,Cpty_Trade_Ref_Id,GTM_Ref_Id,APX_Ref_Id,Acct_System_Id,USI_Id,UPI_Id,SEF_ID,ID4,ID5,ID6,ID7,ID8,ID9,ID10,CCP_Fee,FCM_Fee,ACCRUED_INCOME_PTD_LOCAL_FIX,ACCRUED_INCOME_PTD_LOCAL_FLO,DAYS_INT_EARNED_FIX,DAYS_INT_EARNED_FLO,DefaultAccrualSettlement,DefaultPaytime,Calendar,OptionSettlementMethod,AccrualDelta
409637,100bpUSD3M/USDHNZ,CHASGB2LDPC,77015425,05/13/2019,06/04/2019,06/07/2019,06/20/2024,3472,500000.00,1.00000000,Quarterly,7811.88,ACT/360,06/20/2019,,,CDS,CDS,,USD,,0.00000,0.00000,US423074AF08,Sell,HNZ,,-8055.13,,,Following,4G537BAB4,,,,,,USD,,,,,NA,,,,,,,,,,,,,,13.8888888889,,13.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880563550,1880563551,19008239823472,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,4020cf08870511e9b39b0a4428260000,,,,,,2874797,OTC,,,,,,,,13.8888888889,93,,,ACC,DEF,NYB,PHYS,
409750,500bpUSD3M/USDF,CHASGB2LDPC,77025385,05/13/2019,05/29/2019,06/03/2019,06/20/2024,3472,1875000.00,5.00000000,Quarterly,346532.77,ACT/360,06/20/2019,,,CDS,CDS,,USD,,0.00000,0.00000,US345370CR99,Buy,F,,-80756.12,,,Following,3H98A7AC1,,,,,,USD,,,,,NA,,,,,,,,,,,,,,-260.4166666666,,-260.4166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880563541,1880563540,18969471793472,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,b9c4c76a821e11e9b39b0a4428260000,,,,,,BYPL1T1,OTC,,,,,,,,-260.4166666666,93,,,ACC,DEF,NYB,PHYS,
411257,500bpUSD3M/USDBZH,MSCSUS33XXX,76945265,04/15/2019,03/20/2019,04/18/2019,06/20/2024,3472,1000000.00,5.00000000,Quarterly,-99663.27,ACT/360,06/20/2019,,,CDS,CDS,,USD,,0.00000,0.00000,US07556QBM69,Sell,BZH,,,,,Following,07CABWAF4,,,,,,,,,,,NA,,,,,,,,,,,,,,138.8888888889,,138.8888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1859740601,1859740604,18597406073472,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS185974059976945265,,,,,,BYVX8Y5,OTC,,,,,,,,138.8888888889,93,,,ACC,DEF,NYB,PHYS,
412225,500bpUSD3M/USDBZH,MSCSUS33XXX,77154560,06/03/2019,03/20/2019,06/06/2019,06/20/2024,3472,2000000.00,5.00000000,Quarterly,21641.36,ACT/360,06/20/2019,,,CDS,CDS,,USD,,0.00000,0.00000,US07556QBM69,Sell,BZH,,,,,Following,07CABWAF4,,,,,,,,,,,XR14,,,,,,,,,,,,,,277.7777777778,,277.7777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1899241175,1899241176,19003647273472,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,b59b167a86e311e9b39b0a4428260000,,,,,,BYVX8Y5,OTC,,,,,,,,277.7777777778,93,,,ACC,DEF,NYB,PHYS,
410972,100bpUSD3M/USDIINDON,BARCUS33XXX,74809678,09/19/2018,06/20/2018,09/20/2018,12/20/2023,4632,290000.00,1.00000000,Quarterly,6290.32,ACT/360,09/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,USY20721AQ27,Sell,IINDON,,,,,Following,49ACF8AF3,,,,,,,,,,,R,,,,,,,,,,,,,,8.0555555556,,8.0555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1615924332,1615924331,16159243334632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS161592433074809678,,,,,,B60WLT3,OTC3,,,,,,,,8.0555555556,93,,,ACC,DEF,NYB,PHYS,
411020,100bpUSD3M/USDIINDON,BARCUS33XXX,75007401,09/27/2018,09/20/2018,09/28/2018,12/20/2023,4632,220000.00,1.00000000,Quarterly,2955.60,ACT/360,12/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,USY20721AQ27,Sell,IINDON,,,,,Following,49ACF8AF3,,,,,,,,,,,R,,,,,,,,,,,,,,6.1111111111,,6.1111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1626089520,1626089519,16380054624632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS162608951875007401,,,,,,B60WLT3,OTC3,,,,,,,,6.1111111111,93,,,ACC,DEF,NYB,PHYS,
411058,100bpUSD3M/USDCOLOM,CITIUS33XXX,74901059,09/28/2018,09/20/2018,10/01/2018,12/20/2023,4632,575000.00,1.00000000,Quarterly,2579.95,ACT/360,12/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,US195325BB02,Sell,COLOM,,,,,Following,1AE857AC8,,,,,,,,,,,R,,,,,,,,,,,,,,15.9722222222,,15.9722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1628026448,1628026447,16280264494632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS162802644674901059,,,,,,2313461,OTC,,,,,,,,15.9722222222,93,,,ACC,DEF,NYB,PHYS,
411061,100bpUSD3M/USDIINDON,CITIUS33XXX,74973621,09/28/2018,09/20/2018,10/01/2018,12/20/2023,4632,480000.00,1.00000000,Quarterly,6541.73,ACT/360,12/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,USY20721AQ27,Sell,IINDON,,,,,Following,49ACF8AF3,,,,,,,,,,,R,,,,,,,,,,,,,,13.3333333333,,13.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1628182360,1628182361,16281823634632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS162818235974973621,,,,,,B60WLT3,OTC3,,,,,,,,13.3333333333,93,,,ACC,DEF,NYB,PHYS,
411158,100bpUSD3M/USDSOAF,CHASGB2LDPC,74817559,09/18/2018,06/20/2018,09/19/2018,12/20/2023,4632,588000.00,1.00000000,Quarterly,33079.82,ACT/360,09/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,US836205AN45,Sell,SOAF,,,,,Following,8B9825AD0,,,,,,,,,,,R,,,,,,,,,,,,,,16.3333333333,,16.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1614306047,1614306048,16143060504632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS161430604674817559,,,,,,B618YX5,OTC3,,,,,,,,16.3333333333,93,,,ACC,DEF,NYB,PHYS,
411160,100bpUSD3M/USDCOLOM,CITIUS33XXX,74807548,09/18/2018,06/20/2018,09/19/2018,12/20/2023,4632,570000.00,1.00000000,Quarterly,2628.99,ACT/360,09/20/2018,,,CDS,CDS,,USD,,0.00000,0.00000,US195325BB02,Sell,COLOM,,,,,Following,1AE857AC8,,,,,,,,,,,R,,,,,,,,,,,,,,15.8333333333,,15.8333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generatedbyCSM,1615375965,1615375964,16153759664632,,,,,,,,,,,,,,,,,,,,,,06/20/2019,,,,,,,,,,,,,,OTC,,SWAPCDS161537596374807548,,,,,,2313461,OTC,,,,,,,,15.8333333333,93,,,ACC,DEF,NYB,PHYS,
